"","worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_init"
"216","531364","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Animoceradocus","Animoceradocus semiserratus","Animoceradocus semiserratus"
"217","138413","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Odostomia",NA,"Odostomia spp."
"218","107278","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Pirimela","Pirimela denticulata","Pirimela denticulata"
"219","140735","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","Ensis siliqua","Ensis siliqua"
"220","923","Animalia","Annelida","Polychaeta",NA,"Maldanidae",NA,NA,"Maldanidae spp."
"221","131435","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis gracilis","Syllis gracilis"
"222","102918","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Pontocrates","Pontocrates arenarius","Pontocrates arenarius"
"223","236495","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphilochidae","Apolochus","Apolochus neapolitanus","Apolochus neapolitanus"
"224","100987","Animalia","Cnidaria","Anthozoa","Actiniaria","Sagartiidae","Cereus","Cereus pedunculatus","Cereus pedunculatus"
"225","102329","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyalidae","Hyale","Hyale stebbingi","Hyale stebbingi"
"226","559007","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Leiochone","Leiochone leiopygos","Leiochone leiopygos"
"227","131187","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spiophanes","Spiophanes bombyx","Spiophanes bombyx"
"228","231750","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes","Ruditapes philippinarum","Ruditapes philippinarum"
"229","101930","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca tenuicornis","Ampelisca tenuicornis"
"230","148603","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium sextonae","Monocorophium sextonae"
"231","129241","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Caulleriella",NA,"Caulleriella spp."
"232","100740","Animalia","Cnidaria","Anthozoa","Actiniaria","Halcampidae","Halcampa",NA,"Halcampa spp."
"233","130083","Animalia","Annelida","Polychaeta","Amphinomida","Euphrosinidae","Euphrosine","Euphrosine foliosa","Euphrosine foliosa"
"234","129242","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone",NA,"Chaetozone spp."
"235","334508","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce lineata","Phyllodoce lineata"
"236","119001","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Paragnathia","Paragnathia formica","Paragnathia formica"
"237","140869","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari depressa","Gari depressa"
"238","130041","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Protodorvillea","Protodorvillea kefersteini","Protodorvillea kefersteini"
"239","129868","Animalia","Annelida","Polychaeta",NA,"Arenicolidae","Arenicola","Arenicola marina","Arenicola marina"
"240","179650","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella","Idunella picta","Idunella picta"
"241","102036","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus hirsutimanus","Leptocheirus hirsutimanus"
"242","103226","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe brevicornis","Urothoe brevicornis"
"243","129717","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Terebellides",NA,"Terebellides spp."
"244","118732","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Janira","Janira maculosa","Janira maculosa"
"245","102041","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus tricristatus","Leptocheirus tricristatus"
"246","102840","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita hergensis","Melita hergensis"
"247","152414","Animalia","Platyhelminthes",NA,"Polycladida","Notoplanidae","Notoplana","Notoplana atomata","Notoplana atomata"
"248","130673","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce longipes","Phyllodoce longipes"
"249","130979","Animalia","Annelida","Polychaeta",NA,"Scalibregmatidae","Scalibregma","Scalibregma celticum","Scalibregma celticum"
"250","100910","Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Scolanthus","Scolanthus callimorphus","Scolanthus callimorphus"
"251","101368","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae",NA,NA,"Aoridae sp."
"252","102168","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Apherusa","Apherusa jurinei","Apherusa jurinei"
"253","101770","Animalia","Arthropoda","Malacostraca","Amphipoda","Stenothoidae","Stenothoe",NA,"Stenothoe spp."
"254","107398","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora","Necora puber","Necora puber"
"255","138421","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Turbonilla",NA,"Turbonilla spp."
"256","107346","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Macropodia","Macropodia tenuirostris","Macropodia tenuirostris"
"257","107347","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja","Maja brachydactyla","Maja brachydactyla"
"258","102380","Animalia","Arthropoda","Malacostraca","Amphipoda","Microprotopidae","Microprotopus","Microprotopus maculatus","Microprotopus maculatus"
"259","134599","Animalia","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia","Achelia echinata","Achelia echinata"
"260","107150","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea intermedia","Galathea intermedia"
"261","140170","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Lacuna","Lacuna vincta","Lacuna vincta"
"262","107341","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Macropodia","Macropodia linaresi","Macropodia linaresi"
"263","107614","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon elegans","Palaemon elegans"
"264","126928","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus","Pomatoschistus minutus"
"265","140132","Animalia","Mollusca","Polyplacophora","Callochitonida","Callochitonidae","Callochiton","Callochiton septemvalvis","Callochiton septemvalvis"
"266","107154","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea squamifera","Galathea squamifera"
"267","131834","Animalia","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona",NA,"Haliclona spp."
"268","126930","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus","Pomatoschistus pictus"
"269","107032","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",NA,"Palaemon sp."
"270","127383","Animalia","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Nerophis","Nerophis lumbriciformis","Nerophis lumbriciformis"
"271","101871","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Pseudoprotella","Pseudoprotella phasma","Pseudoprotella phasma"
"272","139169","Animalia","Mollusca","Gastropoda","Littorinimorpha","Cingulopsidae","Eatonina","Eatonina fulgida","Eatonina fulgida"
"273","102605","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianassa","Lysianassa ceratina","Lysianassa ceratina"
"274","140461","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolula","Modiolula phaseolina","Modiolula phaseolina"
"275","147459","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella pellucida","Patella pellucida"
"276","127387","Animalia","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus acus","Syngnathus acus"
"277","153552","Animalia","Mollusca","Gastropoda",NA,"Lottiidae","Tectura","Tectura virginea","Tectura virginea"
"278","130670","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce laminosa","Phyllodoce laminosa"
"279","101671","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Elasmopus",NA,"Elasmopus spp."
"280","131431","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis garciai","Syllis garciai"
"281","102047","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus damnoniensis","Microdeutopus damnoniensis"
"282","129525","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Chone",NA,"Chone spp."
"283","129491","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe",NA,"Harmothoe spp."
"284","130770","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe impar","Harmothoe impar"
"285","849065","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Bosemprella","Bosemprella incarnata","Bosemprella incarnata"
"286","129370","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,"Nephtys spp."
"287","181364","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venerupis","Venerupis corrugata","Venerupis corrugata"
"288","130619","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eteone","Eteone suecica","Eteone suecica"
"289","102141","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Tritaeta","Tritaeta gibbosa","Tritaeta gibbosa"
"290","131127","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice bahusiensis","Laonice bahusiensis"
"291","147026","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Mysta","Mysta picta","Mysta picta"
"292","102607","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianassa","Lysianassa insperata","Lysianassa insperata"
"293","130585","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis lyra","Paradoneis lyra"
"294","122637","Animalia","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Tubulanus","Tubulanus polymorphus","Tubulanus polymorphus"
"295","141929","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Timoclea","Timoclea ovata","Timoclea ovata"
"296","236129","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Acrocnida",NA,"Acrocnida spp."
"297","130044","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos","Schistomeringos neglecta","Schistomeringos neglecta"
"298","140464","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus barbatus","Modiolus barbatus"
"299","126281","Animalia","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla"
"300","131807","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria",NA,"Halichondria sp."
"301","132324","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Dysidea fragilis","Dysidea fragilis"
"302","131321","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Haplosyllis","Haplosyllis spongicola","Haplosyllis spongicola"
"303","605961","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Parthenina","Parthenina decussata","Parthenina decussata"
"304","141230","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania","Alvania punctura","Alvania punctura"
"305","149668","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,"Mysida spp."
"306","141149","Animalia","Mollusca","Gastropoda",NA,"Rissoellidae","Rissoella","Rissoella opalina","Rissoella opalina"
"307","102346","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia nexa","Iphimedia nexa"
"308","118510","Animalia","Arthropoda","Malacostraca","Isopoda","Paranthuridae","Paranthura","Paranthura nigropunctata","Paranthura nigropunctata"
"309","140712","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten","Pecten maximus","Pecten maximus"
"310","141744","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia","Trivia monacha","Trivia monacha"
"311","130579","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis armata","Paradoneis armata"
"312","146907","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Fabulina","Fabulina fabula","Fabulina fabula"
"313","345281","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kurtiella","Kurtiella bidentata","Kurtiella bidentata"
"314","128545","Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis",NA,"Phoronis spp."
"315","130075","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Marphysa","Marphysa sanguinea","Marphysa sanguinea"
"316","139686","Animalia","Mollusca","Gastropoda",NA,"Plakobranchidae","Elysia","Elysia viridis","Elysia viridis"
"317","129446","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida",NA,"Eumida spp."
"318","1762","Animalia","Mollusca","Gastropoda","Nudibranchia",NA,NA,NA,"Nudibranchia spp."
"319","948","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",NA,NA,"Syllidae spp."
"320","131379","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Sphaerosyllis","Sphaerosyllis bulbosa","Sphaerosyllis bulbosa"
"321","101445","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",NA,"Ampelisca spp."
"322","130452","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Aponuphis","Aponuphis bilineata","Aponuphis bilineata"
"323","107281","Animalia","Arthropoda","Malacostraca","Decapoda","Thiidae","Thia","Thia scutellata","Thia scutellata"
"324","103235","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe poseidonis","Urothoe poseidonis"
"325","445590","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Adamsia","Adamsia palliata","Adamsia palliata"
"326","101846","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella penantis","Caprella penantis"
"327","101580","Animalia","Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Leucothoe",NA,"Leucothoe spp."
"328","118431","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Lekanesphaera",NA,"Lekanesphaera spp."
"329","102202","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","Eusirus longipes","Eusirus longipes"
"330","139085","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiopsidae","Cerithiopsis","Cerithiopsis tubercularis","Cerithiopsis tubercularis"
"331","120178","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Praunus","Praunus inermis","Praunus inermis"
"332","101891","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca brevicornis","Ampelisca brevicornis"
"333","743511","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos","Scoloplos (Scoloplos) armiger","Scoloplos (Scoloplos) armiger"
"334","129623","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Scolelepis",NA,"Scolelepis spp."
"335","129677","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Sphaerosyllis",NA,"Sphaerosyllis spp."
"336","129686","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Amphitrite",NA,"Amphitrite spp."
"337","107302","Animalia","Arthropoda","Malacostraca","Decapoda","Leucosiidae","Ebalia","Ebalia tumefacta","Ebalia tumefacta"
"338","140590","Animalia","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula nucleus","Nucula nucleus"
"339","138675","Animalia","Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Acanthochitona","Acanthochitona crinita","Acanthochitona crinita"
"340","1398927","Animalia","Arthropoda","Malacostraca","Decapoda","Callianassidae","Gilvossius","Gilvossius tyrrhenus","Gilvossius tyrrhenus"
"341","101928","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca spinipes","Ampelisca spinipes"
"342","102710","Animalia","Arthropoda","Malacostraca","Amphipoda","Aristiidae","Perrierella","Perrierella audouiniana","Perrierella audouiniana"
"343","127143","Animalia","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","Pleuronectes platessa"
"344","558","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera spp."
"345","102788","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Abludomelita","Abludomelita obtusata","Abludomelita obtusata"
"346","126132","Animalia","Chordata","Actinopteri","Pleuronectiformes","Soleidae","Solea",NA,"Solea spp."
"347","130878","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Branchiomma","Branchiomma bombyx","Branchiomma bombyx"
"348","138998","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma","Cerastoderma edule","Cerastoderma edule"
"349","131504","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Neoamphitrite","Neoamphitrite figulus","Neoamphitrite figulus"
"350","130311","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Nicomache","Nicomache lumbricalis","Nicomache lumbricalis"
"351","131489","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Eupolymnia","Eupolymnia nebulosa","Eupolymnia nebulosa"
"352","101669","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus",NA,"Cheirocratus sp."
"353","129938","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta","Aphelochaeta marioni","Aphelochaeta cf. marioni"
"354","101984","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyproideidae","Peltocoxa","Peltocoxa damnoniensis","Peltocoxa damnoniensis"
"355","107353","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Pisa","Pisa armata","Pisa armata"
"356","876825","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia incrassata","Tritia incrassata"
"357","130833","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Subadyte","Subadyte pellucida","Subadyte pellucida"
"358","126892","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Gobius niger"
"359","151628","Animalia","Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","Peringia","Peringia ulvae","Peringia ulvae"
"360","131774","Animalia","Porifera","Demospongiae","Axinellida","Axinellidae","Axinella",NA,"Axinella sp."
"361","506128","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Musculus","Musculus subpictus","Musculus subpictus"
"362","138228","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",NA,"Mytilus spp."
"363","378492","Animalia","Mollusca","Bivalvia","Myida","Corbulidae","Varicorbula","Varicorbula gibba","Varicorbula gibba"
"364","102843","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita palmata","Melita palmata"
"365","1292","Animalia","Cnidaria","Anthozoa",NA,NA,NA,NA,"Anthozoa"
"366","336485","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone","Chaetozone zetlandica","Chaetozone zetlandica"
"367","141875","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Turtonia","Turtonia minuta","Turtonia minuta"
"368","957","Animalia","Annelida","Polychaeta","Phyllodocida","Sphaerodoridae",NA,NA,"Sphaerodoridae spp."
"369","140462","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus adriaticus","Modiolus adriaticus"
"370","103233","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe marina","Urothoe marina"
"371","102798","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus","Cheirocratus sundevallii","Cheirocratus sundevallii"
"372","166605","Animalia","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona (Reniera) cinerea","Haliclona (Reniera) cinerea"
"373","141268","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Cingula","Cingula trifasciata","Cingula trifasciata"
"374","102379","Animalia","Arthropoda","Malacostraca","Amphipoda","Microprotopidae","Microprotopus","Microprotopus longimanus","Microprotopus longimanus"
"375","132251","Animalia","Porifera","Calcarea","Leucosolenida","Syconidae","Sycon","Sycon ciliatum","Sycon ciliatum"
"376","124670","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone fusus","Thyone fusus"
"377","101923","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca sarsi","Ampelisca sarsi"
"378","754219","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella","Idunella spinifera","Idunella spinifera"
"379","107387","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus depurator","Liocarcinus depurator"
"380","101789","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe",NA,"Urothoe sp."
"381","125131","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Ophiothrix","Ophiothrix fragilis","Ophiothrix fragilis"
"382","1391524","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia pygmaea","Tritia pygmaea"
"383","130380","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Micronereis","Micronereis variegata","Micronereis variegata"
"384","139272","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Mangelia","Mangelia costata","Mangelia costata"
"385","129300","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Goniada",NA,"Goniada spp."
"386","100730","Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Edwardsia",NA,"Edwardsia spp."
"387","110467","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Vaunthompsonia","Vaunthompsonia cristata","Vaunthompsonia cristata"
"388","334510","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce maculata","Phyllodoce maculata"
"389","152304","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia ljungmani","Malmgrenia ljungmani"
"390","140407","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocinebrina","Ocinebrina aciculata","Ocinebrina aciculata"
"391","130522","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia latreillii","Orbinia latreillii"
"392","102783","Animalia","Arthropoda","Malacostraca","Amphipoda","Megaluropidae","Megaluropus","Megaluropus agilis","Megaluropus agilis"
"393","140687","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Aequipecten","Aequipecten opercularis","Aequipecten opercularis"
"394","146493","Animalia","Arthropoda","Malacostraca","Isopoda","Cymothoidae","Anilocra",NA,"Anilocra sp."
"395","134285","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae","Suberites","Suberites ficus","Suberites ficus"
"396","126752","Animalia","Chordata","Actinopteri","Perciformes","Ammodytidae","Ammodytes","Ammodytes tobianus","Ammodytes tobianus"
"397","140282","Animalia","Mollusca","Bivalvia","Lucinida","Lucinidae","Lucinella","Lucinella divaricata","Lucinella divaricata"
"398","102048","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus gryllotalpa","Microdeutopus gryllotalpa"
"399","130544","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Owenia","Owenia fusiformis","Owenia fusiformis"
"400","129433","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis",NA,"Paradoneis sp."
"401","141546","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen","Solen marginatus","Solen marginatus"
"402","140302","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Spisula subtruncata","Spisula subtruncata"
"403","1059646","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Centraloecetes","Centraloecetes kroyeranus","Centraloecetes kroyeranus"
"404","123987","Animalia","Echinodermata","Asteroidea","Valvatida","Asterinidae","Asterina","Asterina gibbosa","Asterina gibbosa"
"405","876816","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia neritea","Tritia neritea"
"406","103237","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe pulchella","Urothoe pulchella"
"407","130542","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Myriochele","Myriochele heeri","Myriochele heeri"
"408","488687","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Aoroides","Aoroides longimerus","Aoroides longimerus"
"409","102972","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Harpinia","Harpinia pectinata","Harpinia pectinata"
"410","101493","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Siphonoecetes",NA,"Siphonoecetes sp."
"411","107613","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon adspersus","Palaemon adspersus"
"412","1477173","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala albida","Steromphala albida"
"413","836033","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana","Magallana gigas","Magallana gigas"
"414","101571","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa",NA,"Jassa sp."
"415","587704","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon varians","Palaemon varians"
"416","140262","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina littorea","Littorina littorea"
"417","154776","Animalia","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus guttulatus","Hippocampus guttulatus"
"418","134603","Animalia","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia","Achelia simplex","Achelia simplex"
"419","119892","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Paramysis",NA,"Paramysis sp."
"420","141134","Animalia","Mollusca","Gastropoda","Cephalaspidea","Retusidae","Retusa","Retusa obtusa","Retusa obtusa"
"421","231749","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes","Ruditapes decussatus","Ruditapes decussatus"
"422","238068","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Tragula","Tragula fenestrata","Tragula fenestrata"
"423","147031","Animalia","Arthropoda","Malacostraca","Leptostraca","Nebaliidae","Nebalia",NA,"Nebalia spp."
"424","118278","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae",NA,NA,"Gnathiidae sp."
"425","165801","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria (Halichondria) bowerbanki","Halichondria (Halichondria) bowerbanki"
"426","140260","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina compressa","Littorina compressa"
"427","130303","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Maldane","Maldane glebifex","Maldane glebifex"
"428","101365","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphilochidae",NA,NA,"Amphilochidae spp."
"429","129871","Animalia","Annelida","Polychaeta",NA,"Arenicolidae","Arenicolides","Arenicolides grubii","Arenicolides grubii"
"430","141650","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia pubescens","Thracia pubescens"
"431","710680","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus flexuosus","Oxydromus flexuosus"
"432","126448","Animalia","Chordata","Actinopteri","Gadiformes","Lotidae","Ciliata","Ciliata mustela","Ciliata mustela"
