"worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_init"
"124392","Animalia","Echinodermata","Echinoidea","Spatangoida","Loveniidae","Echinocardium","Echinocardium cordatum","Echinocardium cordatum"
"124273","Animalia","Echinodermata","Echinoidea","Echinolampadacea","Fibulariidae","Echinocyamus","Echinocyamus pusillus","Echinocyamus pusillus"
"137897","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Discodoris",NA,"Discodoris"
"124287","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinidae","Echinus","Echinus esculentus","Echinus esculentus"
"100730","Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Edwardsia",NA,"Edwardsia spp."
"101671","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Elasmopus",NA,"Elasmopus spp."
"139965","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Emarginula","Emarginula rosea","Emarginula rosea"
"137916","Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto",NA,"Doto sp."
"134674","Animalia","Arthropoda","Pycnogonida","Pantopoda","Endeidae","Endeis","Endeis spinosa","Endeis spinosa"
"130738","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Enipo","Enipo kinbergi","Enipo kinbergi"
"138333","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",NA,"Ensis sp."
"140733","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","Ensis ensis","Ensis ensis"
"129236","Animalia","Annelida","Polychaeta","Phyllodocida","Chrysopetalidae","Dysponetus",NA,"Dysponetus"
"605949","Animalia","Annelida","Polychaeta","Phyllodocida","Chrysopetalidae","Dysponetus","Dysponetus joeli","Dysponetus joeli"
"106889","Animalia","Arthropoda","Malacostraca","Decapoda","Leucosiidae","Ebalia",NA,"Ebalia"
"146905","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Epitoniidae","Epitonium","Epitonium clathrus","Epitonium clathrus"
"107298","Animalia","Arthropoda","Malacostraca","Decapoda","Leucosiidae","Ebalia","Ebalia granulosa","Ebalia granulosa"
"102408","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ericthonius","Ericthonius punctatus","Ericthonius punctatus"
"129443","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eteone",NA,"Eteone"
"147026","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Mysta","Mysta picta","Mysta picta"
"124400","Animalia","Echinodermata","Echinoidea","Spatangoida","Loveniidae","Echinocardium","Echinocardium mortenseni","Echinocardium mortenseni"
"130616","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eteone","Eteone longa","Eteone longa"
"124402","Animalia","Echinodermata","Echinoidea","Spatangoida","Loveniidae","Echinocardium","Echinocardium pennatifidum","Echinocardium pennatifidum"
"130619","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eteone","Eteone suecica","Eteone suecica"
"156083","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Eualus cranchii","Eualus cranchii"
"101535","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Echinogammarus",NA,"Echinogammarus"
"107506","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Eualus occultus","Eualus occultus"
"107507","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Eualus pusiolus","Eualus pusiolus"
"130907","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Euchone","Euchone rosea","Euchone rosea"
"130909","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Euchone","Euchone rubrocincta","Euchone rubrocincta"
"129347","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Euclymene",NA,"Euclymene spp."
"139686","Animalia","Mollusca","Gastropoda",NA,"Plakobranchidae","Elysia","Elysia viridis","Elysia viridis"
"129445","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia",NA,"Eulalia spp."
"160539","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","Ensis magnus","Ensis magnus"
"182818","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida","Eumida parva","Eumida parva"
"139800","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Eulima","Eulima bilineata","Eulima bilineata"
"129446","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida",NA,"Eumida spp."
"137954","Animalia","Mollusca","Gastropoda","Nudibranchia","Eubranchidae","Eubranchus",NA,"Eubranchus"
"129278","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice",NA,"Eunice"
"129528","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Euchone",NA,"Euchone"
"130067","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice","Eunice vittata","Eunice vittata"
"966","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae",NA,NA,"Eunicidae"
"130083","Animalia","Annelida","Polychaeta","Amphinomida","Euphrosinidae","Euphrosine","Euphrosine foliosa","Euphrosine foliosa"
"130081","Animalia","Annelida","Polychaeta","Amphinomida","Euphrosinidae","Euphrosine","Euphrosine borealis","Euphrosine borealis"
"129693","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Eupolymnia",NA,"Eupolymnia"
"131489","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Eupolymnia","Eupolymnia nebulosa","Eupolymnia nebulosa"
"118843","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Eurydice","Eurydice affinis","Eurydice affinis"
"118852","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Eurydice","Eurydice pulchra","Eurydice pulchra"
"106901","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Eurynome",NA,"Eurynome"
"107318","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Eurynome","Eurynome aspera","Eurynome aspera"
"129652","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Eurysyllis",NA,"Eurysyllis"
"131288","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Eurysyllis","Eurysyllis tuberculata","Eurysyllis tuberculata"
"151894","Animalia","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Euspira","Euspira nitida","Euspira nitida"
"130636","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia tripunctata","Eulalia tripunctata"
"129654","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Exogone",NA,"Exogone spp."
"146907","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Fabulina","Fabulina fabula","Fabulina fabula"
"137997","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Facelina",NA,"Facelina spp."
"129588","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Fimbriosthenelais",NA,"Fimbriosthenelais spp."
"111","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae",NA,NA,"Fissurellidae spp."
"130103","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Flabelligera","Flabelligera affinis","Flabelligera affinis"
"195919","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Folinella","Folinella excavata","Folinella excavata"
"130060","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice","Eunice pennata","Eunice pennata"
"126458","Animalia","Chordata","Actinopteri","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus vulgaris","Gaidropsarus vulgaris"
"107150","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea intermedia","Galathea intermedia"
"107154","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea squamifera","Galathea squamifera"
"107155","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea strigosa","Galathea strigosa"
"146950","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Galathowenia","Galathowenia oculata","Galathowenia oculata"
"102811","Animalia","Arthropoda","Malacostraca","Amphipoda","Nuuanuidae","Gammarella","Gammarella fucicola","Gammarella fucicola"
"101558","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Gammaropsis",NA,"Gammaropsis"
"102364","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Gammaropsis","Gammaropsis maculata","Gammaropsis maculata"
"101537","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Gammarus",NA,"Gammarus"
"140868","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari costulata","Gari costulata"
"140869","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari depressa","Gari depressa"
"140870","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari fervensis","Gari fervensis"
"140873","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari tellinella","Gari tellinella"
"119859","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Gastrosaccus",NA,"Gastrosaccus"
"102202","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","Eusirus longipes","Eusirus longipes"
"120019","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Gastrosaccus","Gastrosaccus sanctus","Gastrosaccus sanctus"
"140528","Animalia","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Euspira","Euspira catena","Euspira catena"
"130749","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Gattyana","Gattyana cirrhosa","Gattyana cirrhosa"
"138590","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Gibbula",NA,"Gibbula"
"141790","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Gibbula","Gibbula magus","Gibbula magus"
"129296","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera",NA,"Glycera spp."
"129653","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Eusyllis",NA,"Eusyllis spp."
"131064","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Euthalenessa","Euthalenessa oculata","Euthalenessa oculata"
"130123","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera lapidum","Glycera lapidum"
"130130","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera tridactyla","Glycera tridactyla"
"130136","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Glycinde","Glycinde nordmanni","Glycinde nordmanni"
"140025","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Glycymeris glycymeris","Glycymeris glycymeris"
"191","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae",NA,NA,"Facelinidae"
"118437","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Gnathia",NA,"Gnathia spp."
"976","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae",NA,NA,"Flabelligeridae"
"118278","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae",NA,NA,"Gnathiidae sp."
"125988","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius",NA,"Gobius"
"125743","Animalia","Chordata","Actinopteri","Gadiformes","Lotidae","Gaidropsarus",NA,"Gaidropsarus"
"126892","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Gobius niger"
"136021","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Golfingia",NA,"Golfingia"
"175026","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Golfingia","Golfingia (Golfingia) elongata","Golfingia (Golfingia) elongata"
"107152","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea nexa","Galathea nexa"
"410724","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Golfingia","Golfingia (Golfingia) vulgaris","Golfingia (Golfingia) vulgaris vulgaris"
"129301","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Goniadella",NA,"Goniadella spp."
"138831","Animalia","Mollusca","Bivalvia","Carditida","Astartidae","Goodallia","Goodallia triangularis","Goodallia triangularis"
"102251","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammarellidae","Gammarellus","Gammarellus angulosus","Gammarellus angulosus"
"141916","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Gouldia","Gouldia minima","Gouldia minima"
"137349","Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Grania",NA,"Grania"
"126754","Animalia","Chordata","Actinopteri","Perciformes","Ammodytidae","Gymnammodytes","Gymnammodytes semisquamatus","Gymnammodytes semisquamatus"
"130156","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Gyptis","Gyptis propinqua","Gyptis propinqua"
"141864","Animalia","Mollusca","Gastropoda","Neogastropoda","Horaiclavidae","Haedropleura","Haedropleura septangularis","Haedropleura septangularis"
"100740","Animalia","Cnidaria","Anthozoa","Actiniaria","Halcampidae","Halcampa",NA,"Halcampa spp."
"131807","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria",NA,"Halicondria sp."
"131834","Animalia","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona",NA,"Haliclona spp."
"101365","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphilochidae",NA,NA,"Amphilochidae spp."
"166605","Animalia","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona (Reniera) cinerea","Haliclona (Reniera) cinerea"
"140074","Animalia","Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Haminoea","Haminoea hydatis","Haminoea hydatis"
"140082","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Hanleyidae","Hanleya","Hanleya hanleyi","Hanleya hanleyi"
"101447","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Haploops",NA,"Haploops"
"732558","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Haploops","Haploops antennata","Haploops antennata"
"101951","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Haploops","Haploops nirae","Haploops nirae"
"149668","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,"Mysida spp."
"131321","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Haplosyllis","Haplosyllis spongicola","Haplosyllis spongicola"
"129491","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe",NA,"Harmothoe spp."
"952","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae",NA,NA,"Glyceridae"
"130755","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe areolata","Harmothoe areolata"
"130770","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe impar","Harmothoe impar"
"130762","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe extenuata","Harmothoe extenuata"
"130763","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe fragilis","Harmothoe fragilis"
"571832","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe glabra","Harmothoe glabra"
"130769","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe imbricata","Harmothoe imbricata"
"130781","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe spinifera","Harmothoe spinifera"
"130785","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe viridis","Harmothoe viridis"
"101716","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Harpinia",NA,"Harpinia"
"129300","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Goniada",NA,"Goniada spp."
"102963","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Harpinia","Harpinia crenulata","Harpinia crenulata"
"102972","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Harpinia","Harpinia pectinata","Harpinia pectinata"
"867492","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Hermania","Hermania scabra","Hermania scabra"
"130158","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Hesione","Hesione splendida","Hesione splendida"
"946","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae",NA,NA,"Hesionidae"
"333615","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Hesiospina","Hesiospina aurantiaca","Hesiospina aurantiaca"
"138749","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Heteranomia","Heteranomia squamula","Heteranomia squamula"
"923","Animalia","Annelida","Polychaeta",NA,"Maldanidae",NA,NA,"Maldanidae spp."
"129884","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Heteromastus","Heteromastus filiformis","Heteromastus filiformis"
"140453","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Gregariella","Gregariella semigranata","Gregariella semigranata"
"119863","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Heteromysis",NA,"Heteromysis sp."
"140103","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella","Hiatella arctica","Hiatella arctica"
"140104","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella","Hiatella rugosa","Hiatella rugosa"
"607402","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Hilbigneris","Hilbigneris gracilis","Hilbigneris gracilis"
"107511","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Hippolyte inermis","Hippolyte inermis"
"107518","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Hippolyte varians","Hippolyte varians"
"106777","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae",NA,NA,"Hippolytidae spp."
"102570","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Hippomedon","Hippomedon denticulatus","Hippomedon denticulatus"
"731943","Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae",NA,NA,"Holothuriidae"
"100757","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Hormathia",NA,"Hormathia"
"131009","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Hydroides","Hydroides norvegica","Hydroides norvegica"
"140059","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","Haliotis tuberculata","Haliotis tuberculata"
"131808","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon",NA,"Hymeniacidon"
"132655","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon kitchingi","Hymeniacidon kitchingi"
"132663","Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis","Hymeniacidon perlevis"
"152250","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Hypereteone","Hypereteone foliosa","Hypereteone foliosa"
"130918","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Hypsicomus","Hypsicomus stichophthalmos","Hypsicomus stichophthalmos"
"118732","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Janira","Janira maculosa","Janira maculosa"
"119039","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea balthica","Idotea balthica"
"119050","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea pelagica","Idotea pelagica"
"130754","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe antilopes","Harmothoe antilopes"
"101581","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella",NA,"Idunella sp."
"107327","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Inachus","Inachus dorsettensis","Inachus dorsettensis"
"107330","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Inachus","Inachus leptochirus","Inachus leptochirus"
"107333","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Inachus","Inachus phalangium","Inachus phalangium"
"1398605","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Turritellidae","Incatella","Incatella cingulata","Incatella cingulata"
"102345","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia minuta","Iphimedia minuta"
"102346","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia nexa","Iphimedia nexa"
"102347","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia obesa","Iphimedia obesa"
"102351","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia spatula","Iphimedia spatula"
"110462","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Iphinoe","Iphinoe trispinosa","Iphinoe trispinosa"
"141917","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Irus","Irus irus","Irus irus"
"101388","Animalia","Arthropoda","Malacostraca","Amphipoda","Isaeidae",NA,NA,"Isaeidae"
"138059","Animalia","Mollusca","Gastropoda",NA,"Hedylopsidae","Hedylopsis",NA,"Hedylopsis"
"246148","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Hemilepton","Hemilepton nitidum","Hemilepton nitidum"
"129533","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira",NA,"Jasmineira"
"130920","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira","Jasmineira caudata","Jasmineira caudata"
"130921","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira","Jasmineira elegans","Jasmineira elegans"
"129448","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Hesionura",NA,"Hesionura"
"130649","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Hesionura","Hesionura elongata","Hesionura elongata"
"141807","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus exasperatus","Jujubinus exasperatus"
"141811","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus montagui","Jujubinus montagui"
"141815","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus striatus","Jujubinus striatus"
"140161","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kellia","Kellia suborbicularis","Kellia suborbicularis"
"884676","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Kirkegaardia",NA,"Kirkegaardia spp."
"547074","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Kroyera","Kroyera carinata","Kroyera carinata"
"1340","Animalia","Cnidaria","Anthozoa",NA,NA,NA,NA,"Hexacorallia"
"345281","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kurtiella","Kurtiella bidentata","Kurtiella bidentata"
"138068","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella",NA,"Hiatella"
"130206","Animalia","Annelida","Polychaeta","Phyllodocida","Lacydoniidae","Lacydonia","Lacydonia miranda","Lacydonia miranda"
"129845","Animalia","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Laetmonice","Laetmonice hystrix","Laetmonice hystrix"
"139004","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Laevicardium","Laevicardium crassum","Laevicardium crassum"
"152367","Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Lagis","Lagis koreni","Lagis koreni"
"140172","Animalia","Mollusca","Gastropoda","Littorinimorpha","Velutinidae","Lamellaria","Lamellaria latens","Lamellaria latens"
"131495","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanice","Lanice conchilega","Lanice conchilega"
"131127","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice bahusiensis","Laonice bahusiensis"
"123083","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA,"Holothuroidea"
"126902","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lebetus","Lebetus guilleti","Lebetus guilleti"
"559007","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Leiochone","Leiochone leiopygos","Leiochone leiopygos"
"107323","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","Hyas coarctatus","Hyas coarctatus"
"118431","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Lekanesphaera",NA,"Lekanesphaera spp."
"102033","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Lembos","Lembos websteri","Lembos websteri"
"742170","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Leodice","Leodice harassii","Leodice harassii"
"131208","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Leodora","Leodora laevis","Leodora laevis"
"125781","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Lepadogaster",NA,"Lepadogaster"
"126518","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Lepadogaster","Lepadogaster lepadogaster","Lepadogaster lepadogaster"
"102598","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Lepidepecreum","Lepidepecreum longicorne","Lepidepecreum longicorne"
"152774","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Lepidochitona","Lepidochitona cinerea","Lepidochitona cinerea"
"129496","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus",NA,"Lepidonotus spp."
"118454","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea",NA,"Idotea spp."
"119048","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea neglecta","Idotea neglecta"
"102036","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus hirsutimanus","Leptocheirus hirsutimanus"
"102039","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus pectinatus","Leptocheirus pectinatus"
"102040","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus pilosus","Leptocheirus pilosus"
"102041","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus tricristatus","Leptocheirus tricristatus"
"754208","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella","Idunella mollis","Idunella mollis"
"138117","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton",NA,"Leptochiton"
"140199","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton asellus","Leptochiton asellus"
"140201","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton cancellatus","Leptochiton cancellatus"
"140211","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton scabridus","Leptochiton scabridus"
"129370","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,"Nephtys spp."
"142229","Animalia","Platyhelminthes",NA,"Polycladida","Leptoplanidae","Leptoplana",NA,"Leptoplana spp."
"102342","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia eblanae","Iphimedia eblanae"
"123449","Animalia","Echinodermata","Holothuroidea","Apodida","Synaptidae","Leptosynapta",NA,"Leptosynapta spp."
"102348","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia perplexa","Iphimedia perplexa"
"110391","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Iphinoe",NA,"Iphinoe spp."
"101580","Animalia","Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Leucothoe",NA,"Leucothoe spp."
